"key";"scientificName";"decimalLatitude";"decimalLongitude";"issues";"datasetKey";"publishingOrgKey";"installationKey";"publishingCountry";"protocol";"lastCrawled";"lastParsed";"crawlId";"extensions";"basisOfRecord";"taxonKey";"kingdomKey";"phylumKey";"classKey";"orderKey";"familyKey";"genusKey";"speciesKey";"acceptedTaxonKey";"acceptedScientificName";"kingdom";"phylum";"order";"family";"genus";"species";"genericName";"specificEpithet";"taxonRank";"taxonomicStatus";"dateIdentified";"elevation";"elevationAccuracy";"continent";"stateProvince";"year";"month";"day";"eventDate";"lastInterpreted";"license";"identifiers";"facts";"relations";"geodeticDatum";"class";"countryCode";"country";"recordNumber";"identifier";"institutionID";"county";"locality";"verbatimCoordinateSystem";"collectionCode";"gbifID";"occurrenceID";"type";"catalogNumber";"recordedBy";"institutionCode";"previousIdentifications";"occurrenceRemarks";"collectionID";"identifiedBy";"name";"rightsHolder";"municipality";"datasetName";"otherCatalogNumbers";"references";"language";"preparations";"verbatimElevation";"georeferencedDate";"verbatimEventDate";"nomenclaturalCode";"georeferenceProtocol";"endDayOfYear";"startDayOfYear";"georeferenceSources";"higherGeography";"eventRemarks";"accessRights";"individualCount";"habitat";"higherClassification";"taxonID";"identificationID";"modified";"nomenclaturalStatus";"fieldNumber";"ownerInstitutionCode";"bibliographicCitation";"organismID";"datasetID"
"14";"1261321876";"Brocchinia acuminata L.B.Sm.";1.43333;-65.78333;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:01.513+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1997-01-01T00:00:00";1550;NA;"SOUTH_AMERICA";"Amazonas";1987;10;17;"1987-10-17T00:00:00";"2020-02-21T15:24:01.513+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Liesner 22027";"urn:catalog:MO:Tropicos:607015";NA;NA;"Dpto: Rio Negro: Cerro Aracamuni, Summit, Popa camp, Savana with small to large patches of forest and stream";NA;"MO";"1261321876";"urn:catalog:MO:Tropicos:607015";"PhysicalObject";"607015";"Ronald L. Liesner|Franciso  Delascio C.";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"FVG (B.K.Holst)";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";NA;"MOBOT";"http://www.tropicos.org/Specimen/607015";NA;NA
"15";"1261316514";"Brocchinia acuminata L.B.Sm.";5.91666;-62.21666;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:18.543+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1997-01-01T00:00:00";825;275;"SOUTH_AMERICA";"Bolívar";1986;5;12;"1986-05-12T00:00:00";"2020-02-21T15:24:18.543+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Liesner 20855";"urn:catalog:MO:Tropicos:602099";NA;NA;"Piar, summit of Amaruay-tepui. SE quarter of tepui. Dwarf open forest 4 m tall at side to 30 m tall closed forest to 3 m tall open dwarf forest in center of tepui.";NA;"MO";"1261316514";"urn:catalog:MO:Tropicos:602099";"PhysicalObject";"602099";"Ronald L. Liesner|Bruce K. Holst";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"FVG (B.K.Holst)";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;1;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";"86-26";"MOBOT";"http://www.tropicos.org/Specimen/602099";NA;NA
"16";"1261320045";"Brocchinia acuminata L.B.Sm.";5.86666;-62.01666;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:21.732+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1986-01-01T00:00:00";1800;NA;"SOUTH_AMERICA";"Bolívar";1986;5;24;"1986-05-24T00:00:00";"2020-02-21T15:24:21.732+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Holst 2888";"urn:catalog:MO:Tropicos:605320";NA;NA;"PIAR: W slope shoulder. Eastern most tepui of Aparamán-tepui range. 1800 m. 5º52'N, 62º01'W. Dense wet recumbent Bonnetia roraimae forest.";NA;"MO";"1261320045";"urn:catalog:MO:Tropicos:605320";"PhysicalObject";"605320";"Bruce K. Holst|et al.";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"Julian A. Steyermark";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;2;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";"86-44";"MOBOT";"http://www.tropicos.org/Specimen/605320";NA;NA
"17";"1261321855";"Brocchinia acuminata L.B.Sm.";5.91666;-62.21666;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:23:59.156+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1997-01-01T00:00:00";1050;NA;"SOUTH_AMERICA";"Bolívar";1986;5;10;"1986-05-10T00:00:00";"2020-02-21T15:23:59.156+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Liesner 20770";"urn:catalog:MO:Tropicos:606989";NA;NA;"Dist. Piar, summit of Amarauy-tepui. SSE corner to .5 km W along S side. Dwarf forest 4 to 6 m tall, open spaces between trees.";NA;"MO";"1261321855";"urn:catalog:MO:Tropicos:606989";"PhysicalObject";"606989";"Ronald L. Liesner|Bruce K. Holst";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"FVG (B.K.Holst)";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";NA;"MOBOT";"http://www.tropicos.org/Specimen/606989";NA;NA
"18";"1261321873";"Brocchinia acuminata L.B.Sm.";5.91666;-62.21666;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:00.372+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1997-01-01T00:00:00";1050;NA;"SOUTH_AMERICA";"Bolívar";1986;5;12;"1986-05-12T00:00:00";"2020-02-21T15:24:00.372+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Liesner 20869";"urn:catalog:MO:Tropicos:606999";NA;NA;"Dist: Piar,summit of Amaruay-tepui. SE quarter of tepui. Dwarf open forest 4m tall at side to 30 m tall closed forest to 3 m tall open dwarf forest in the center of tepui";NA;"MO";"1261321873";"urn:catalog:MO:Tropicos:606999";"PhysicalObject";"606999";"Ronald L. Liesner|Bruce K. Holst";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"FVG (B.K.Holst)";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";NA;"MOBOT";"http://www.tropicos.org/Specimen/606999";NA;NA
"19";"2515472148";"Brocchinia acuminata L.B.Sm.";5.916667;-62.216667;"";"15f819bd-6612-4447-854b-14d12ee1022d";"396d5f30-dea9-11db-8ab4-b8a03c50a862";"65eb93af-41b8-4917-a5fc-cfe2a45aa4bf";"NL";"DWC_ARCHIVE";"2020-02-20T13:45:44.781+0000";"2020-02-20T14:31:18.443+0000";134;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;NA;NA;"SOUTH_AMERICA";NA;1986;5;10;"1986-05-10T00:00:00";"2020-02-20T14:31:18.443+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";NA;"U.1178442@BRAHMS";"Naturalis Biodiversity Center";NA;"Bolivar. Dist. Piar, summit of Amaruay-tepui. SSE corner to.5 km W along S side.";NA;"Botany";"2515472148";"https://data.biodiversitydata.nl/naturalis/specimen/U.1178442";NA;"U.1178442";"Liesner RL; Holst BK";NA;NA;NA;NA;NA;"Brocchinia acuminata L.B.Sm.";"Naturalis Biodiversity Center";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ICN";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Plantae|Magnoliopsidae|Poales|Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"20";"2517408162";"Brocchinia acuminata L.B.Sm.";5.916667;-62.216667;"";"15f819bd-6612-4447-854b-14d12ee1022d";"396d5f30-dea9-11db-8ab4-b8a03c50a862";"65eb93af-41b8-4917-a5fc-cfe2a45aa4bf";"NL";"DWC_ARCHIVE";"2020-02-20T13:45:44.781+0000";"2020-02-20T14:31:13.595+0000";134;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;NA;NA;"SOUTH_AMERICA";NA;1986;5;10;"1986-05-10T00:00:00";"2020-02-20T14:31:13.595+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";NA;"U.1178443@BRAHMS";"Naturalis Biodiversity Center";NA;"Bolivar. Dist. Piar, summit of Amaruay-tepui. SSE corner to.5 km W along S side.";NA;"Botany";"2517408162";"https://data.biodiversitydata.nl/naturalis/specimen/U.1178443";NA;"U.1178443";"Liesner RL; Holst BK";NA;NA;NA;NA;NA;"Brocchinia acuminata L.B.Sm.";"Naturalis Biodiversity Center";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ICN";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Plantae|Magnoliopsidae|Poales|Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"21";"1261321870";"Brocchinia acuminata L.B.Sm.";0.8625;-65.98055;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:36.478+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;1500;NA;"SOUTH_AMERICA";"Amazonas";1985;2;5;"1985-02-05T00:00:00";"2020-02-21T15:24:36.478+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Nee 31098";"urn:catalog:MO:Tropicos:607007";NA;NA;"Cerro de la Neblina,camp XI 6.2 km NNE of Pico Phelps(=Neblina). Gentle slopes with some large conglomerate rock outcrops, many terrestrial bromeliads";NA;"MO";"1261321870";"urn:catalog:MO:Tropicos:607007";"PhysicalObject";"607007";"Michael H. Nee";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";NA;"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";NA;"MOBOT";"http://www.tropicos.org/Specimen/607007";NA;NA
"22";"1456386283";"Brocchinia acuminata L.B.Sm.";0.86;-65.98;"gass84";"821cc27a-e3bb-4bc5-ac34-89ada245069d";"bc092ff0-02e4-11dc-991f-b8a03c50a862";"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31";"US";"DWC_ARCHIVE";"2020-02-26T20:45:55.989+0000";"2020-02-26T22:04:34.390+0000";137;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;1500;NA;"SOUTH_AMERICA";"Amazonas";1985;2;25;"1985-02-25T00:00:00";"2020-02-26T22:04:34.390+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"31098";"http://n2t.net/ark:/65665/3d25c255d-2200-4d91-8d6e-1535ae1d6317";"http://biocol.org/urn:lsid:biocol.org:col:34871";"Río Negro";"Cerro de la Neblina, Camp XI, 6.2 km NNE of Pico Phelps (=Neblina)";NA;"Botany";"1456386283";"http://n2t.net/ark:/65665/3d25c255d-2200-4d91-8d6e-1535ae1d6317";"PhysicalObject";"3080672";"M. Nee";"US";NA;NA;NA;"Smith, L. B., (US), NMNH";"Brocchinia acuminata L.B.Sm.";NA;NA;"NMNH Extant Biology";NA;NA;NA;NA;NA;NA;"25-Feb-85";NA;NA;"56";"56";NA;"South America - Neotropics, Venezuela, Amazonas, Río Negro";NA;NA;1;"Gentle slopes, some large conglomerate rock outcrops, many terrestrial bromeliads (Brocchinia), Heliamphora, small trees (Ilex, Tyleria, Ternstroemia)";"Plantae, Monocotyledonae, Bromeliales, Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"2516932498";"Brocchinia acuminata L.B.Sm.";0.8625;-65.980556;"";"15f819bd-6612-4447-854b-14d12ee1022d";"396d5f30-dea9-11db-8ab4-b8a03c50a862";"65eb93af-41b8-4917-a5fc-cfe2a45aa4bf";"NL";"DWC_ARCHIVE";"2020-02-20T13:45:44.781+0000";"2020-02-20T14:31:14.915+0000";134;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;NA;NA;"SOUTH_AMERICA";NA;1985;2;25;"1985-02-25T00:00:00";"2020-02-20T14:31:14.915+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";NA;"U.1178440@BRAHMS";"Naturalis Biodiversity Center";NA;"Amazonas, Dpto. Rio Negro. Cerro de la Neblina Expedition, Cerro de la Neblina, Camp XI, 6.2 km NNE of Pico Phelps (=Neblina).";NA;"Botany";"2516932498";"https://data.biodiversitydata.nl/naturalis/specimen/U.1178440";NA;"U.1178440";"Nee MH";NA;NA;NA;NA;NA;"Brocchinia acuminata L.B.Sm.";"Naturalis Biodiversity Center";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ICN";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Plantae|Magnoliopsidae|Poales|Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"24";"1261322637";"Brocchinia acuminata L.B.Sm.";4.5;-61.58333;"gass84";"7bd65a7a-f762-11e1-a439-00145eb45e9a";"90fd6680-349f-11d8-aa2d-b8a03c50a862";"c4e134d3-c68f-406d-a116-6a37895602e0";"US";"DWC_ARCHIVE";"2020-02-21T14:54:19.467+0000";"2020-02-21T15:24:18.407+0000";108;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";"1997-01-01T00:00:00";900;NA;"SOUTH_AMERICA";"Bolívar";1985;11;2;"1985-11-02T00:00:00";"2020-02-21T15:24:18.407+0000";"http://creativecommons.org/licenses/by/4.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"Liesner 19372";"urn:catalog:MO:Tropicos:607684";NA;NA;"E of town in swamp";NA;"MO";"1261322637";"urn:catalog:MO:Tropicos:607684";"PhysicalObject";"607684";"Ronald L. Liesner";"MO";NA;NA;"http://biocol.org/urn:lsid:biocol.org:col:15859";"FVG (B.K.Holst)";"Brocchinia acuminata L.B.Sm.";"Missouri Botanical Garden";NA;"Tropicos";NA;NA;NA;NA;NA;NA;NA;"ICNafp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4301327";NA;"2008-05-27T22:02:00.000+0000";"No opinion";NA;"MOBOT";"http://www.tropicos.org/Specimen/607684";NA;NA
"25";"1456342260";"Brocchinia acuminata L.B.Sm.";4.5;-61.58;"gass84";"821cc27a-e3bb-4bc5-ac34-89ada245069d";"bc092ff0-02e4-11dc-991f-b8a03c50a862";"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31";"US";"DWC_ARCHIVE";"2020-02-26T20:45:55.989+0000";"2020-02-26T22:04:09.951+0000";137;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;900;NA;"SOUTH_AMERICA";"Bolívar";1985;11;2;"1985-11-02T00:00:00";"2020-02-26T22:04:09.951+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"19372";"http://n2t.net/ark:/65665/3bde01a1c-97b2-4e27-ba38-e0d8268d7faa";"http://biocol.org/urn:lsid:biocol.org:col:34871";NA;"El Pauji, E of town";NA;"Botany";"1456342260";"http://n2t.net/ark:/65665/3bde01a1c-97b2-4e27-ba38-e0d8268d7faa";"PhysicalObject";"3086715";"R. L. Liesner";"US";NA;NA;NA;"Holst, Bruce K.";"Brocchinia acuminata L.B.Sm.";NA;NA;"NMNH Extant Biology";NA;NA;NA;NA;NA;NA;"2-Nov-85";NA;NA;"306";"306";NA;"South America - Neotropics, Venezuela, Bolívar";NA;NA;1;"Brocchinia swamp and wet savanna";"Plantae, Monocotyledonae, Bromeliales, Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"26";"1456418015";"Brocchinia acuminata L.B.Sm.";5.18;-62;"gass84";"821cc27a-e3bb-4bc5-ac34-89ada245069d";"bc092ff0-02e4-11dc-991f-b8a03c50a862";"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31";"US";"DWC_ARCHIVE";"2020-02-26T20:45:55.989+0000";"2020-02-26T22:04:39.828+0000";137;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;1920;NA;"SOUTH_AMERICA";"Bolívar";1984;2;14;"1984-02-14T00:00:00";"2020-02-26T22:04:39.828+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"129897";"http://n2t.net/ark:/65665/3e1047e2a-8981-462a-89e0-4e929b5e26dc";"http://biocol.org/urn:lsid:biocol.org:col:34871";"Piar";"Macizo del Chimantá, sector SSE. Altiplanicie sur-oriental del Acopán-tepuí, cabeceras del río Arauác";NA;"Botany";"1456418015";"http://n2t.net/ark:/65665/3e1047e2a-8981-462a-89e0-4e929b5e26dc";"PhysicalObject";"3143496";"J. A. Steyermark, J. L. Luteyn & O. Huber";"US";NA;NA;NA;"Steyermark, J. A., (VEN)";"Brocchinia acuminata L.B.Sm.";NA;NA;"NMNH Extant Biology";NA;NA;NA;NA;NA;NA;"14-Feb-84 to 16-Feb-84";NA;NA;"47";"45";NA;"South America - Neotropics, Venezuela, Bolívar, Piar";NA;NA;1;"Wet savanna; praderas húmedas y arbustales enanos sobre tuberas, bosquecillos ribereños y vegetación sobre rocas abiertas";"Plantae, Monocotyledonae, Bromeliales, Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"27";"1456099296";"Brocchinia acuminata L.B.Sm.";4.55;-61.5;"gass84";"821cc27a-e3bb-4bc5-ac34-89ada245069d";"bc092ff0-02e4-11dc-991f-b8a03c50a862";"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31";"US";"DWC_ARCHIVE";"2020-02-26T20:45:55.989+0000";"2020-02-26T22:04:26.477+0000";137;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;1000;NA;"SOUTH_AMERICA";"Bolívar";1983;11;4;"1983-11-04T00:00:00";"2020-02-26T22:04:26.477+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"1166";"http://n2t.net/ark:/65665/34c2f038c-7ec2-4cda-b102-ace24b104dc2";"http://biocol.org/urn:lsid:biocol.org:col:34871";NA;"Gran Sabana, along Paurai tepuí, on the way to Icabaru from Santa Elena";NA;"Botany";"1456099296";"http://n2t.net/ark:/65665/34c2f038c-7ec2-4cda-b102-ace24b104dc2";"PhysicalObject";"3021709";"G. S. Varadarajan & -. Oliva";"US";NA;NA;NA;NA;"Brocchinia acuminata L.B.Sm.";NA;NA;"NMNH Extant Biology";NA;NA;NA;NA;NA;NA;"4-Nov-83 to 14-Nov-83";NA;NA;"318";"308";NA;"South America - Neotropics, Venezuela, Bolívar";NA;NA;1;"Savanna";"Plantae, Monocotyledonae, Bromeliales, Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
"28";"1456160136";"Brocchinia acuminata L.B.Sm.";5.83;-61.5;"gass84";"821cc27a-e3bb-4bc5-ac34-89ada245069d";"bc092ff0-02e4-11dc-991f-b8a03c50a862";"b2ff19b5-d74f-40d2-82f1-ec5db01e8e31";"US";"DWC_ARCHIVE";"2020-02-26T20:45:55.989+0000";"2020-02-26T22:04:29.915+0000";137;"none";"PRESERVED_SPECIMEN";5287587;6;7707728;196;1369;3740;2693409;5287587;5287587;"Brocchinia acuminata L.B.Sm.";"Plantae";"Tracheophyta";"Poales";"Bromeliaceae";"Brocchinia";"Brocchinia acuminata";"Brocchinia";"acuminata";"SPECIES";"ACCEPTED";NA;1225;25;"SOUTH_AMERICA";"Bolívar";1983;11;4;"1983-11-04T00:00:00";"2020-02-26T22:04:29.915+0000";"http://creativecommons.org/publicdomain/zero/1.0/legalcode";"none";"none";"none";"WGS84";"Liliopsida";"VE";"Venezuela, Bolivarian Republic of";"1159";"http://n2t.net/ark:/65665/368c91371-f902-486e-bacd-9f41e6e30d66";"http://biocol.org/urn:lsid:biocol.org:col:34871";NA;"Gran Sabana, about 150km S of El Dorado towards Luepa, near La Escalera";NA;"Botany";"1456160136";"http://n2t.net/ark:/65665/368c91371-f902-486e-bacd-9f41e6e30d66";"PhysicalObject";"3017427";"G. S. Varadarajan & -. Oliva";"US";NA;NA;NA;NA;"Brocchinia acuminata L.B.Sm.";NA;NA;"NMNH Extant Biology";NA;NA;NA;NA;NA;NA;"4-Nov-83 to 14-Nov-83";NA;NA;"318";"308";NA;"South America - Neotropics, Venezuela, Bolívar";NA;NA;1;"Sandstone slopes";"Plantae, Monocotyledonae, Bromeliales, Bromeliaceae";NA;NA;NA;NA;NA;NA;NA;NA;NA
